,playerShort,birthday,height,weight,position,photoID,rater1,rater2,skintone
1096,kevin-olimpa,10.03.1988,186.0,81.0,,90196.jpg,0.5,0.5,0.5
1097,kevin-osei,26.03.1991,173.0,71.0,,170715.jpg,0.75,0.75,0.75
1098,kevin-pannewitz,16.10.1991,185.0,90.0,Defensive Midfielder,119144.jpg,0.25,0.25,0.25
1100,kevin-stoeger,27.08.1993,175.0,70.0,Attacking Midfielder,173645.jpg,0.0,0.25,0.125
1101,kevin-theophile-catherine,28.10.1989,180.0,77.0,Right Fullback,150279.jpg,0.75,0.75,0.75
1102,kevin-trapp,08.07.1990,189.0,83.0,Goalkeeper,97537.jpg,0.0,0.0,0.0
1103,kevin-vogt,23.09.1991,194.0,80.0,Defensive Midfielder,119689.jpg,0.0,0.0,0.0
1104,kevin-volland,30.07.1992,179.0,74.0,Left Winger,168266.jpg,0.25,0.25,0.25
1105,kevin_2,08.09.1989,176.0,75.0,Left Fullback,173955.jpg,0.5,0.5,0.5
1107,kieran-gibbs,26.09.1989,178.0,64.0,Left Fullback,105804.jpg,0.5,0.5,0.5
1108,kieran-richardson,21.10.1984,175.0,69.0,Left Midfielder,5192.jpg,0.75,0.5,0.625
1109,kieron-dyer,29.12.1978,171.0,65.0,Attacking Midfielder,1756.jpg,0.25,0.25,0.25
1110,kiko-casilla,02.10.1986,191.0,84.0,Goalkeeper,46510.jpg,0.25,0.25,0.25
1112,kingsley-onuegbu,05.03.1986,191.0,94.0,Center Forward,90372.jpg,1.0,1.0,1.0
1113,klaas-jan-huntelaar,12.08.1983,186.0,78.0,Center Forward,11075.jpg,0.0,0.25,0.125
1114,knowledge-musona,21.06.1990,174.0,68.0,Center Forward,152583.jpg,0.75,0.75,0.75
1115,koen-casteels,25.06.1992,196.0,83.0,Goalkeeper,121588.jpg,0.25,0.25,0.25
1116,koke_2,08.01.1992,178.0,74.0,Defensive Midfielder,154352.jpg,0.25,0.25,0.25
1117,kolja-pusch,12.02.1993,181.0,76.0,Center Midfielder,174127.jpg,0.0,0.0,0.0
1118,kolo-toure,19.03.1981,183.0,76.0,Center Back,3516.jpg,1.0,1.0,1.0
1119,konstantin-rausch,15.03.1990,182.0,78.0,Left Midfielder,98205.jpg,0.25,0.25,0.25
1120,koray-guenter,16.08.1994,184.0,79.0,Center Back,175258.jpg,0.0,0.0,0.0
1122,kossi-agassa,02.07.1978,190.0,83.0,,11641.jpg,1.0,1.0,1.0
1123,kun-agueero,02.06.1988,172.0,74.0,Center Forward,43370.jpg,0.25,0.25,0.25
1125,kyle-naughton,11.11.1988,180.0,73.0,Right Fullback,104383.jpg,0.75,0.75,0.75
1126,kyle-walker,28.05.1990,178.0,73.0,Right Fullback,132249.jpg,0.0,0.5,0.25
1127,kyriakos-papadopoulos,23.02.1992,183.0,85.0,Center Back,93897.jpg,0.0,0.0,0.0
1128,labaka,10.08.1980,185.0,78.0,Center Back,23497.jpg,0.0,0.0,0.0
1129,lafita,07.08.1984,188.0,75.0,Right Midfielder,38659.jpg,0.0,0.25,0.125
1130,lamine-gassama,20.10.1989,181.0,74.0,Right Fullback,122682.jpg,1.0,1.0,1.0
1133,landry-nguemo,28.11.1985,173.0,70.0,Attacking Midfielder,35288.jpg,0.75,0.75,0.75
1134,larnell-cole,09.03.1993,168.0,63.0,,198246.jpg,0.75,0.75,0.75
1136,lars-bender,27.04.1989,184.0,77.0,Defensive Midfielder,51963.jpg,0.0,0.0,0.0
1137,lars-stindl,26.08.1988,180.0,78.0,Attacking Midfielder,77766.jpg,0.25,0.25,0.25
1138,lars-unnerstall,20.07.1990,198.0,100.0,Goalkeeper,144036.jpg,0.0,0.0,0.0
1139,larsen-toure,20.07.1985,183.0,73.0,Left Winger,42844.jpg,0.75,1.0,0.875
1140,lasse-sobiech,18.01.1991,196.0,88.0,Center Back,147606.jpg,0.0,0.0,0.0
1141,laure,22.03.1985,166.0,68.0,Right Fullback,103636.jpg,0.25,0.25,0.25
1142,laurent-bonnart,25.12.1979,170.0,62.0,Left Fullback,11287.jpg,0.25,0.25,0.25
1143,laurent-koscielny,10.09.1985,185.0,75.0,Center Back,59488.jpg,0.0,0.0,0.0
1144,laurent-pionnier,24.05.1982,184.0,76.0,Goalkeeper,11332.jpg,0.25,0.25,0.25
1146,lee-cattermole,21.03.1988,178.0,76.0,Defensive Midfielder,42179.jpg,0.0,0.25,0.125
1147,leighton-baines,11.12.1984,170.0,74.0,Left Fullback,29046.jpg,0.25,0.25,0.25
1148,leo-franco,20.05.1977,188.0,79.0,Goalkeeper,12652.jpg,0.0,0.0,0.0
1149,leon-andreasen,23.04.1983,188.0,81.0,Defensive Midfielder,21496.jpg,0.0,0.25,0.125
1150,leon-balogun,28.06.1988,190.0,81.0,Center Back,91789.jpg,0.25,0.5,0.375
1151,leon-barnett,30.11.1985,186.0,71.0,Center Back,42584.jpg,1.0,1.0,1.0
1152,leon-osman,17.05.1981,172.0,68.0,Right Midfielder,10087.jpg,0.0,0.0,0.0
1153,leonardo-bittencourt,19.12.1993,171.0,60.0,,174993.jpg,0.0,0.25,0.125
1154,levent-aycicek,12.02.1994,169.0,67.0,Attacking Midfielder,176749.jpg,0.25,0.25,0.25
1156,lewis-holtby,18.09.1990,176.0,72.0,Attacking Midfielder,98334.jpg,0.0,0.0,0.0
1157,leyti-ndiaye,19.08.1985,188.0,84.0,,24117.jpg,1.0,1.0,1.0
1158,liam-ridgewell,21.07.1984,177.0,64.0,Center Back,9911.jpg,0.0,0.0,0.0
1159,liassine-cadamuro,05.03.1988,188.0,81.0,Center Back,178982.jpg,0.5,0.25,0.375
1160,lionel-cappone,08.02.1979,182.0,74.0,Goalkeeper,52329.jpg,0.25,0.25,0.25
1161,lionel-messi,24.06.1987,169.0,67.0,Right Winger,26622.jpg,0.0,0.0,0.0
1163,lisandro-lopez,02.03.1983,175.0,72.0,Center Forward,38696.jpg,0.0,0.25,0.125
1164,lkay-guendogan,24.10.1990,180.0,79.0,Attacking Midfielder,98402.jpg,0.25,0.25,0.25
1165,llorente,26.02.1985,195.0,94.0,Center Forward,29607.jpg,0.0,0.0,0.0
1166,llorente_3,24.11.1979,185.0,72.0,Center Forward,61976.jpg,0.0,0.0,0.0
1169,loic-abenzoar,14.02.1989,,,Right Fullback,171062.jpg,0.75,0.75,0.75
1172,loic-remy,02.01.1987,184.0,66.0,Right Winger,60737.jpg,0.5,0.75,0.625
1173,lolo_3,22.08.1984,182.0,72.0,Center Back,94792.jpg,0.25,0.5,0.375
1175,loris-karius,22.06.1993,189.0,75.0,Goalkeeper,178589.jpg,0.0,0.0,0.0
1178,louis-saha,08.08.1978,184.0,75.0,Center Forward,10137.jpg,1.0,1.0,1.0
1180,lucas-digne,20.07.1993,179.0,74.0,,192458.jpg,0.0,0.0,0.0
1181,lucas-leiva,09.01.1987,179.0,74.0,Center Midfielder,54265.jpg,0.25,0.25,0.25
1183,lucas-mendes,03.07.1990,183.0,81.0,Left Fullback,187279.jpg,0.25,0.25,0.25
1184,lucas-piazon,20.01.1994,182.0,75.0,Left Winger,182681.jpg,0.25,0.25,0.25
1185,lucas-wilchez,31.08.1983,177.0,72.0,Attacking Midfielder,95212.jpg,0.25,0.5,0.375
1186,lucena,18.11.1982,186.0,81.0,Defensive Midfielder,172553.jpg,0.0,0.0,0.0
1187,luciano-monzon,13.04.1987,178.0,78.0,Left Fullback,106179.jpg,0.25,0.25,0.25
1188,ludovic-giuly,10.07.1976,164.0,62.0,Right Winger,11606.jpg,0.25,0.25,0.25
1189,ludovic-obraniak,10.11.1984,171.0,68.0,Attacking Midfielder,11659.jpg,0.25,0.25,0.25
1190,luis-suarez_5,24.01.1987,182.0,81.0,Right Winger,43635.jpg,0.0,0.25,0.125
1191,luiz-gustavo,23.07.1987,187.0,80.0,Defensive Midfielder,93809.jpg,0.75,0.75,0.75
1192,luka-modric,09.09.1985,174.0,65.0,Attacking Midfielder,38680.jpg,0.0,0.0,0.0
1193,lukas-podolski,04.06.1985,180.0,80.0,Center Forward,11272.jpg,0.0,0.0,0.0
1194,lukas-raeder,30.12.1993,194.0,86.0,Goalkeeper,174201.jpg,0.0,0.25,0.125
1195,lukas-rupp,08.01.1991,178.0,73.0,Right Winger,142200.jpg,0.25,0.25,0.25
1196,lukas-schmitz,13.10.1988,184.0,80.0,Left Fullback,86475.jpg,0.25,0.5,0.375
1197,lukasz-fabianski,18.04.1985,190.0,84.0,Goalkeeper,27907.jpg,0.0,0.0,0.0
1198,lukasz-piszczek,03.06.1985,184.0,78.0,Right Fullback,28276.jpg,0.0,0.0,0.0
1202,luke-young,19.07.1979,183.0,78.0,Right Fullback,10056.jpg,0.25,0.25,0.25
1203,luna,17.03.1991,177.0,68.0,Left Fullback,165681.jpg,0.25,0.5,0.375
1204,luuk-de-jong,27.08.1990,188.0,86.0,Center Forward,114663.jpg,0.0,0.0,0.0
1206,mahamadou-diarra,18.05.1981,183.0,76.0,Defensive Midfielder,3917.jpg,1.0,1.0,1.0
1208,maicon,26.07.1981,184.0,77.0,Right Fullback,22353.jpg,0.75,0.75,0.75
1209,mainz,29.12.1982,187.0,80.0,Center Back,62554.jpg,0.0,0.25,0.125
1211,makoto-hasebe,18.01.1984,180.0,72.0,Right Midfielder,46014.jpg,0.25,0.25,0.25
1212,mamadou-bah,25.04.1988,181.0,75.0,,86350.jpg,1.0,1.0,1.0
1213,mamadou-sakho,13.02.1990,187.0,82.0,Center Back,75502.jpg,1.0,1.0,1.0
1214,mame-diouf,16.12.1987,185.0,79.0,Left Winger,108445.jpg,1.0,1.0,1.0
1215,mane,21.12.1981,175.0,72.0,Left Fullback,60639.jpg,0.25,0.5,0.375
1217,manu-del-moral,25.02.1984,185.0,77.0,Center Forward,38509.jpg,0.0,0.25,0.125
1219,manucho,07.03.1983,187.0,83.0,Center Forward,102179.jpg,1.0,1.0,1.0
1220,manuel-friedrich,13.09.1979,189.0,87.0,Center Back,887.jpg,0.0,0.0,0.0
1221,manuel-iturra,23.06.1984,174.0,65.0,Defensive Midfielder,50627.jpg,0.0,0.0,0.0
1222,manuel-neuer,27.03.1986,193.0,92.0,Goalkeeper,21516.jpg,0.25,0.25,0.25
1223,manuel-pablo,25.01.1976,176.0,80.0,Right Fullback,2633.jpg,0.5,0.25,0.375
1224,manuel-schmiedebach,05.12.1988,170.0,70.0,Defensive Midfielder,53507.jpg,0.25,0.25,0.25
1225,mapou-yanga-mbiwa,15.05.1989,184.0,77.0,Center Back,124910.jpg,0.75,1.0,0.875
1227,marc-andre-ter-stegen,30.04.1992,189.0,85.0,Goalkeeper,150720.jpg,0.0,0.25,0.125
1228,marc-antoine-fortune,02.07.1981,182.0,81.0,Center Forward,36877.jpg,1.0,0.75,0.875
1229,marc-bertran,22.05.1982,181.0,78.0,Right Fullback,12396.jpg,0.0,0.0,0.0
1231,marc-hornschuh,02.03.1991,188.0,76.0,Center Back,139627.jpg,0.0,0.25,0.125
1233,marc-oliver-kempf,28.01.1995,185.0,82.0,,177289.jpg,0.0,0.0,0.0
1234,marc-planus,07.03.1982,183.0,76.0,Center Back,11745.jpg,0.25,0.25,0.25
1235,marc-stendera,10.12.1995,171.0,64.0,Attacking Midfielder,177295.jpg,0.0,0.0,0.0
1237,marc-valiente,29.03.1987,184.0,71.0,Center Back,69979.jpg,0.25,0.25,0.25
1239,marc-wilson,17.08.1987,188.0,80.0,Center Back,73229.jpg,0.0,0.25,0.125
1240,marc-ziegler,13.06.1976,194.0,85.0,Goalkeeper,7702.jpg,0.0,0.25,0.125
1241,marcel-de-jong,15.10.1986,174.0,73.0,Left Fullback,53869.jpg,0.0,0.0,0.0
1242,marcel-halstenberg,27.09.1991,186.0,82.0,Center Back,119453.jpg,0.0,0.0,0.0
1243,marcel-schaefer,07.06.1984,184.0,75.0,Left Fullback,17372.jpg,0.25,0.25,0.25
1244,marcel-schmelzer,22.01.1988,181.0,74.0,Left Fullback,89099.jpg,0.0,0.0,0.0
1245,marcell-jansen,04.11.1985,191.0,89.0,Left Midfielder,27762.jpg,0.0,0.0,0.0
1246,marcelo_5,08.10.1993,192.0,81.0,Center Back,52947.jpg,0.5,0.5,0.5
1247,marchena,31.07.1979,183.0,78.0,Center Back,2512.jpg,0.25,0.5,0.375
1248,marco-caligiuri,14.04.1984,180.0,75.0,Defensive Midfielder,12459.jpg,0.25,0.25,0.25
1250,marco-estrada,28.05.1983,175.0,71.0,Defensive Midfielder,94879.jpg,0.0,0.25,0.125
1251,marco-hoeger,16.09.1989,186.0,78.0,Defensive Midfielder,98326.jpg,0.0,0.0,0.0
1252,marco-reus,31.05.1989,180.0,67.0,Left Winger,70896.jpg,0.0,0.0,0.0
1253,marco-russ,04.08.1985,190.0,75.0,Center Back,19961.jpg,0.0,0.0,0.0
1254,marco-terrazzino,15.04.1991,176.0,74.0,Center Forward,124755.jpg,0.25,0.25,0.25
1255,marco-verratti,05.11.1992,165.0,60.0,Attacking Midfielder,171409.jpg,0.25,0.25,0.25
1256,marcos-antonio,25.05.1983,187.0,87.0,Center Back,29345.jpg,0.5,0.5,0.5
1258,marcus-berg,17.08.1986,184.0,76.0,Center Forward,32500.jpg,0.25,0.25,0.25
1259,marek-grosse,11.04.1994,186.0,83.0,Goalkeeper,175670.jpg,0.0,0.0,0.0
1260,mariano_5,23.06.1986,177.0,69.0,Right Fullback,114383.jpg,0.75,0.75,0.75
1261,mario,02.02.1982,178.0,75.0,Center Back,12735.jpg,0.5,0.5,0.5
1262,mario-balotelli,12.08.1990,189.0,88.0,Center Forward,101552.jpg,1.0,1.0,1.0
1263,mario-eggimann,24.01.1981,189.0,84.0,Center Back,2236.jpg,0.0,0.0,0.0
1264,mario-goetze,03.06.1992,176.0,64.0,Attacking Midfielder,157899.jpg,0.0,0.5,0.25
1265,mario-gomez,10.07.1985,189.0,88.0,Center Forward,12470.jpg,0.25,0.25,0.25
1267,mario-mandzukic,21.05.1986,187.0,84.0,Center Forward,51753.jpg,0.25,0.25,0.25
1268,mario-suarez,24.02.1987,188.0,80.0,Defensive Midfielder,40568.jpg,0.25,0.5,0.375
1270,mark-noble,08.05.1987,180.0,70.0,Defensive Midfielder,33446.jpg,0.0,0.25,0.125
1271,mark-schwarzer,06.10.1972,194.0,85.0,Goalkeeper,4426.jpg,0.25,0.25,0.25
1272,markel-bergara,05.05.1986,181.0,78.0,Defensive Midfielder,60579.jpg,0.0,0.0,0.0
1273,marko-arnautovic,19.04.1989,192.0,83.0,Right Winger,81032.jpg,0.0,0.25,0.125
1274,marko-basa,29.12.1982,189.0,75.0,Center Back,21451.jpg,0.25,0.25,0.25
1275,marko-marin,13.03.1989,170.0,63.0,Attacking Midfielder,60187.jpg,0.25,0.0,0.125
1276,markus-feulner,12.02.1982,181.0,82.0,Attacking Midfielder,3089.jpg,0.0,0.25,0.125
1277,markus-miller,08.04.1982,189.0,92.0,Goalkeeper,8999.jpg,0.25,0.25,0.25
1278,markus-rosenberg,27.09.1982,185.0,76.0,Center Forward,16779.jpg,0.25,0.25,0.25
1280,marouane-chamakh,10.01.1984,185.0,70.0,Center Forward,11752.jpg,0.25,0.25,0.25
1281,marouane-fellaini,22.11.1987,194.0,85.0,Defensive Midfielder,55448.jpg,0.25,0.25,0.25
1282,marti,28.04.1975,180.0,76.0,Defensive Midfielder,11222.jpg,0.25,0.25,0.25
1283,martin-amedick,06.09.1982,194.0,85.0,Center Back,913.jpg,0.0,0.0,0.0
1285,martin-demichelis,20.12.1980,184.0,80.0,Center Back,6959.jpg,0.25,0.25,0.25
1286,martin-harnik,10.06.1987,185.0,73.0,Center Forward,43303.jpg,0.0,0.0,0.0
1287,martin-kelly,27.04.1990,191.0,77.0,Center Back,131267.jpg,0.0,0.25,0.125
1288,martin-lanig,11.07.1984,190.0,79.0,Defensive Midfielder,9975.jpg,0.0,0.0,0.0
1289,martin-montoya,14.04.1991,174.0,74.0,Right Fullback,167985.jpg,0.25,0.5,0.375
1290,martin-skrtel,15.12.1984,191.0,81.0,Center Back,25683.jpg,0.0,0.0,0.0
1291,martin-stranzl,16.06.1980,190.0,83.0,Center Back,281.jpg,0.25,0.25,0.25
1292,marvin-compper,14.06.1985,185.0,75.0,Center Back,38650.jpg,0.5,0.5,0.5
1293,marvin-ducksch,07.03.1994,188.0,75.0,Center Forward,175276.jpg,0.0,0.0,0.0
1294,marvin-martin,10.01.1988,171.0,63.0,Attacking Midfielder,122607.jpg,0.25,0.25,0.25
1295,marvin-plattenhardt,26.01.1992,181.0,76.0,Left Fullback,161439.jpg,0.0,0.25,0.125
1296,marwin-hitz,18.09.1987,192.0,89.0,Goalkeeper,82753.jpg,0.25,0.25,0.25
1297,masoud-shojaei,09.06.1984,184.0,73.0,Attacking Midfielder,26417.jpg,0.25,0.25,0.25
1300,massimo-volta,14.05.1987,184.0,70.0,,88535.jpg,0.0,0.0,0.0
1301,mata,28.04.1988,170.0,61.0,Attacking Midfielder,62137.jpg,0.0,0.0,0.0
1303,mathieu-bodmer,22.11.1982,188.0,76.0,Defensive Midfielder,11003.jpg,0.0,0.25,0.125
1304,mathieu-coutadeur,20.06.1986,174.0,66.0,Defensive Midfielder,52464.jpg,0.0,0.0,0.0
1305,mathieu-debuchy,28.07.1985,187.0,72.0,,19188.jpg,0.25,0.25,0.25
1306,mathieu-deplagne,01.10.1991,182.0,76.0,,174904.jpg,0.0,0.0,0.0
1309,matija-nastasic,28.03.1993,187.0,79.0,Center Back,167504.jpg,0.0,0.25,0.125
1310,mats-hummels,16.12.1988,192.0,90.0,Center Back,50643.jpg,0.25,0.25,0.25
1311,matthew-briggs,09.03.1991,188.0,84.0,Left Fullback,84009.jpg,0.5,0.5,0.5
1312,matthew-etherington,14.08.1981,178.0,67.0,Left Midfielder,12103.jpg,0.0,0.25,0.125
1316,matthew-taylor,27.11.1981,178.0,73.0,Left Midfielder,11993.jpg,0.25,0.25,0.25
1317,matthew-upson,18.04.1979,185.0,72.0,Center Back,2603.jpg,0.0,0.25,0.125
1319,matthias-ginter,19.01.1994,188.0,85.0,Center Back,173596.jpg,0.0,0.0,0.0
1320,matthias-jaissle,05.04.1988,186.0,83.0,Center Back,73109.jpg,0.25,0.25,0.25
1321,matthias-ostrzolek,05.06.1990,178.0,71.0,Left Fullback,98397.jpg,0.0,0.0,0.0
1322,matthieu-chalme,07.10.1980,179.0,75.0,Right Fullback,11548.jpg,0.25,0.25,0.25
1323,matthieu-delpierre,26.04.1981,193.0,86.0,Center Back,11549.jpg,0.25,0.25,0.25
1327,matthieu-valbuena,28.09.1984,167.0,58.0,Right Midfielder,52428.jpg,0.0,0.0,0.0
1329,maurice-edu,18.04.1986,183.0,85.0,Defensive Midfielder,73187.jpg,0.75,1.0,0.875
1330,maurizio-lanzaro,14.03.1982,183.0,80.0,,13043.jpg,0.25,0.25,0.25
1334,max-gruen,05.04.1987,190.0,86.0,Goalkeeper,36248.jpg,0.0,0.0,0.0
1335,max-kruse,19.03.1988,180.0,82.0,Center Forward,59703.jpg,0.25,0.25,0.25
1337,maxim-choupo-moting,23.03.1989,190.0,84.0,Center Forward,74526.jpg,0.5,0.75,0.625
1341,maxime-gonalons,10.03.1989,186.0,76.0,Defensive Midfielder,152530.jpg,0.0,0.25,0.125
1342,maxime-poundje,16.08.1992,179.0,71.0,,216697.jpg,0.75,0.75,0.75
1343,maximilian-arnold,27.05.1994,183.0,74.0,Attacking Midfielder,176729.jpg,0.0,0.0,0.0
1344,maximilian-beister,06.09.1990,180.0,81.0,Right Midfielder,97291.jpg,0.0,0.0,0.0
1345,maxwell,27.08.1981,175.0,73.0,Left Fullback,3505.jpg,0.25,0.25,0.25
1347,maynor-figueroa,02.05.1983,180.0,85.0,Left Fullback,35011.jpg,1.0,0.75,0.875
1348,medhi-lacen,15.03.1984,178.0,71.0,Defensive Midfielder,38518.jpg,0.25,0.25,0.25
1349,medhi-zeffane,19.05.1992,175.0,68.0,Right Fullback,204951.jpg,0.5,0.5,0.5
1350,mehdi-abeid,06.08.1992,178.0,,,198247.jpg,0.0,0.25,0.125
1352,mehmet-ekici,25.03.1990,180.0,79.0,Attacking Midfielder,97330.jpg,0.25,0.25,0.25
1353,mensur-mujdza,28.03.1984,185.0,77.0,Right Fullback,51757.jpg,0.25,0.25,0.25
1354,mergim-mavraj,09.06.1986,189.0,84.0,Center Back,44965.jpg,0.0,0.0,0.0
1355,mesut-oezil,15.10.1988,183.0,76.0,Attacking Midfielder,43165.jpg,0.0,0.25,0.125
1356,mevluet-erdinc,25.02.1987,179.0,69.0,Center Forward,41148.jpg,0.0,0.0,0.0
1357,micah-richards,24.06.1988,180.0,83.0,Right Fullback,40410.jpg,1.0,1.0,1.0
1358,michael-carrick,28.07.1981,186.0,74.0,Center Midfielder,19371.jpg,0.0,0.0,0.0
1359,michael-dawson,18.11.1983,188.0,76.0,Center Back,30021.jpg,0.0,0.25,0.125
1360,michael-essien,03.12.1982,177.0,85.0,Defensive Midfielder,11258.jpg,1.0,1.0,1.0
1362,michael-hefele,01.09.1990,192.0,87.0,,168299.jpg,0.0,0.0,0.0
1365,michael-krohn-dehli,06.06.1983,170.0,70.0,Attacking Midfielder,24471.jpg,0.25,0.25,0.25
1366,michael-mancienne,08.01.1988,184.0,74.0,Center Back,68266.jpg,0.5,0.75,0.625
1367,michael-owen,14.12.1979,173.0,70.0,Center Forward,1699.jpg,0.0,0.25,0.125
1368,michael-rensing,14.05.1984,190.0,92.0,Goalkeeper,8940.jpg,0.25,0.25,0.25
1369,michael-schulze,13.01.1989,185.0,78.0,Right Fullback,97519.jpg,0.0,0.0,0.0
1370,michael-tonge,07.04.1983,183.0,77.0,Left Midfielder,21774.jpg,0.25,0.0,0.125
1371,michael-turner,09.11.1983,193.0,79.0,Center Back,13199.jpg,0.0,0.0,0.0
1372,michal-kadlec,13.12.1984,184.0,76.0,Left Fullback,30114.jpg,0.0,0.0,0.0
1373,michel-bastos,02.08.1983,177.0,71.0,Left Midfielder,11950.jpg,0.5,0.75,0.625
1374,michel_10,08.11.1985,183.0,72.0,Defensive Midfielder,77305.jpg,0.0,0.25,0.125
1375,michel_15,29.07.1988,180.0,73.0,Center Midfielder,131180.jpg,0.25,0.25,0.25
1376,mickaeel-tavares,25.10.1982,186.0,76.0,Defensive Midfielder,60451.jpg,0.75,0.75,0.75
1379,mickael-landreau,14.05.1979,184.0,80.0,Goalkeeper,7730.jpg,0.0,0.25,0.125
1380,mickael-pereira,08.12.1987,177.0,69.0,,171819.jpg,0.75,1.0,0.875
1382,miguel-flano,19.08.1984,177.0,72.0,Center Back,24750.jpg,0.25,0.25,0.25
1383,miguel-torres,28.01.1986,184.0,76.0,Left Fullback,62119.jpg,0.25,0.25,0.25
1384,mike-frantz,14.10.1986,180.0,79.0,Left Midfielder,55885.jpg,0.0,0.25,0.125
1385,mike-hanke,05.11.1983,185.0,85.0,Center Forward,2119.jpg,0.0,0.0,0.0
1386,mike-pollitt,29.02.1972,193.0,93.0,Goalkeeper,29358.jpg,0.25,0.25,0.25
1387,mike-williamson,08.11.1983,191.0,84.0,,112526.jpg,0.0,0.0,0.0
1388,mikel-arteta,26.03.1982,176.0,69.0,Attacking Midfielder,14086.jpg,0.0,0.0,0.0
1389,mikel-gonzalez,24.09.1985,190.0,79.0,Center Back,39641.jpg,0.0,0.25,0.125
1390,mikel-rico,04.11.1984,178.0,75.0,Defensive Midfielder,62309.jpg,0.5,0.25,0.375
1391,mikele-leigertwood,12.11.1982,186.0,72.0,,24542.jpg,0.5,0.5,0.5
1392,milan-badelj,25.02.1989,186.0,76.0,Center Midfielder,120409.jpg,0.0,0.0,0.0
1393,milan-bisevac,31.08.1983,185.0,81.0,Center Back,21889.jpg,0.25,0.25,0.25
1394,milan-petrzela,19.06.1983,175.0,65.0,Right Midfielder,33017.jpg,0.0,0.0,0.0
1395,milorad-pekovic,05.08.1977,189.0,88.0,Defensive Midfielder,2225.jpg,0.0,0.25,0.125
1396,miranda_2,07.09.1984,186.0,76.0,Center Back,37192.jpg,0.5,0.5,0.5
1397,mitchell-langerak,22.08.1988,192.0,81.0,Goalkeeper,78952.jpg,0.0,0.0,0.0
1398,mladen-petric,01.01.1981,185.0,81.0,Center Forward,8466.jpg,0.0,0.0,0.0
1399,modibo-maiga,03.09.1987,185.0,76.0,Left Winger,87806.jpg,0.75,1.0,0.875
1400,mody-traore,14.07.1980,173.0,70.0,,52473.jpg,0.5,0.75,0.625
1401,mohamed-amsif,07.02.1989,187.0,89.0,Goalkeeper,97231.jpg,0.5,0.5,0.5
1404,mohamed-sissoko,22.01.1985,191.0,81.0,Defensive Midfielder,11225.jpg,1.0,1.0,1.0
1406,mohammed-abdellaoue,23.10.1985,182.0,82.0,Center Forward,108455.jpg,0.25,0.25,0.25
1410,moises_2,20.02.1981,185.0,85.0,Defensive Midfielder,12397.jpg,0.25,0.25,0.25
1411,momar-bangoura,24.02.1994,176.0,65.0,Defensive Midfielder,210722.jpg,0.75,1.0,0.875
1413,morata,23.10.1992,190.0,82.0,Center Forward,178382.jpg,0.5,0.5,0.5
1414,morgan-amalfitano,20.03.1985,176.0,68.0,Right Midfielder,49457.jpg,0.25,0.25,0.25
1416,moritz-leitner,08.12.1992,176.0,66.0,Attacking Midfielder,169742.jpg,0.25,0.25,0.25
1417,mouhamadou-dabo,28.11.1986,176.0,65.0,Left Fullback,32916.jpg,1.0,1.0,1.0
1419,moussa-dembele,16.07.1987,177.0,64.0,Center Midfielder,29517.jpg,0.5,0.5,0.5
1420,moussa-sissoko,16.08.1989,187.0,83.0,Attacking Midfielder,87880.jpg,1.0,1.0,1.0
1421,movilla,08.02.1975,171.0,70.0,Defensive Midfielder,12252.jpg,0.25,0.25,0.25
1422,moya,02.04.1984,189.0,82.0,Goalkeeper,24819.jpg,0.0,0.25,0.125
1423,muniain,19.12.1992,169.0,63.0,Right Winger,149920.jpg,0.0,0.0,0.0
1424,mustafa-amini,20.04.1993,175.0,73.0,Center Midfielder,154342.jpg,0.25,0.25,0.25
1425,nabil-el-zhar,27.08.1986,168.0,67.0,Right Winger,69789.jpg,0.75,0.75,0.75
1426,nacho_3,24.06.1980,175.0,70.0,Left Midfielder,24804.jpg,0.25,0.25,0.25
1427,nacho_9,18.01.1990,179.0,75.0,Center Back,148652.jpg,0.0,0.0,0.0
1428,naldo_2,10.09.1982,198.0,89.0,Center Back,36629.jpg,0.5,0.75,0.625
1429,nando-rafael,10.01.1984,180.0,82.0,Center Forward,3434.jpg,1.0,1.0,1.0
1430,nani,17.11.1986,175.0,66.0,Right Winger,37700.jpg,0.5,0.5,0.5
1431,nano,20.04.1982,186.0,80.0,Left Fullback,12406.jpg,0.25,0.5,0.375
1435,natxo-insa,09.06.1986,177.0,70.0,Attacking Midfielder,70012.jpg,0.5,0.5,0.5
1437,nedum-onuoha,12.11.1986,183.0,78.0,Center Back,26898.jpg,1.0,0.75,0.875
1438,neil-etheridge,07.02.1990,191.0,,Goalkeeper,173073.jpg,0.0,0.25,0.125
1439,nelson-oliveira_2,08.08.1991,184.0,75.0,Center Forward,161443.jpg,0.25,0.5,0.375
1440,nelson-valdez,28.11.1983,178.0,73.0,Center Forward,8322.jpg,0.25,0.25,0.25
1441,nelson_4,10.06.1983,171.0,65.0,Right Fullback,29221.jpg,0.5,0.5,0.5
1442,nemanja-pejcinovic,04.11.1987,185.0,84.0,Center Back,78056.jpg,0.25,0.25,0.25
1443,nemanja-vidic,21.10.1981,188.0,82.0,Center Back,8813.jpg,0.0,0.0,0.0
1444,nene_2,19.07.1981,181.0,70.0,Left Midfielder,14038.jpg,0.25,0.25,0.25
1445,neven-subotic,10.12.1988,193.0,88.0,Center Back,58222.jpg,0.0,0.25,0.125
1447,nick-powell,23.03.1994,183.0,65.0,,171050.jpg,0.0,0.25,0.125
