playerShort,birthday,height,weight,position,photoID,rater1,rater2
juan-albin,17.07.1986,179.0,77.0,Left Midfielder,43645.jpg,0.25,0.5
juan-arango,17.05.1980,180.0,76.0,Attacking Midfielder,14530.jpg,0.5,0.25
juan-bernat,01.03.1993,172.0,67.0,Left Fullback,196427.jpg,0.25,0.25
juan-carlos_11,30.03.1990,176.0,68.0,Left Midfielder,174471.jpg,0.25,0.25
juan-carlos_13,15.03.1991,175.0,72.0,,,,
juan-dominguez_2,08.01.1990,181.0,71.0,Center Midfielder,152488.jpg,0.25,0.25
juan-neira,21.02.1989,177.0,69.0,Attacking Midfielder,,,
juan-rodriguez,01.04.1982,185.0,80.0,Defensive Midfielder,12526.jpg,0.25,0.25
juanan,27.04.1987,192.0,87.0,Center Back,120632.jpg,0.0,0.0
juanfran,15.07.1976,183.0,78.0,Left Fullback,1388.jpg,0.5,0.25
juanfran_2,09.01.1985,180.0,72.0,Right Fullback,19148.jpg,0.0,0.0
juanfran_4,11.09.1988,179.0,72.0,Right Winger,109380.jpg,0.5,0.75
juanlu,18.05.1980,172.0,70.0,,24764.jpg,0.0,0.25
juanma-ortiz,01.03.1982,179.0,70.0,Right Midfielder,14114.jpg,0.25,0.25
juanma_4,08.08.1984,188.0,80.0,,24805.jpg,0.0,0.25
juanmi_4,20.05.1993,170.0,63.0,Center Forward,159740.jpg,0.25,0.5
julian-baumgartlinger,02.01.1988,183.0,82.0,Defensive Midfielder,59324.jpg,0.25,0.25
julian-draxler,20.09.1993,185.0,74.0,Attacking Midfielder,174213.jpg,0.0,0.0
julian-korb,21.03.1992,177.0,69.0,Right Fullback,164414.jpg,0.0,0.25
julian-riedel,10.08.1991,183.0,73.0,Left Fullback,169275.jpg,0.25,0.25
julian-schieber,13.02.1989,188.0,83.0,Center Forward,119044.jpg,0.0,0.0
julian-schuster,15.04.1985,190.0,78.0,Defensive Midfielder,30048.jpg,0.0,0.25
julien-faussurier,14.01.1987,173.0,70.0,,,,
julien-feret,05.07.1982,186.0,73.0,Right Midfielder,60164.jpg,0.25,0.25
julien-outrebon,16.06.1983,,,,,,
julien-palmieri,07.12.1986,170.0,64.0,Attacking Midfielder,,,
julien-quercia,17.08.1986,168.0,65.0,Left Winger,41841.jpg,0.25,0.25
julien-sable,11.09.1980,181.0,73.0,Defensive Midfielder,23336.jpg,0.25,0.25
julien-toudic,19.12.1985,172.0,68.0,Center Forward,,,
julio-baptista,01.10.1981,183.0,72.0,Attacking Midfielder,12551.jpg,0.5,0.75
julio-cesar_4,03.09.1979,186.0,79.0,Goalkeeper,22961.jpg,0.0,0.25
junior-diaz,12.09.1983,185.0,76.0,Left Fullback,22976.jpg,0.5,0.75
junior-fernandes,04.10.1988,181.0,78.0,Center Forward,138106.jpg,0.75,0.75
jurado_3,14.03.1990,173.0,61.0,,,,
jussi-jaeaeskelaeinen,17.04.1975,193.0,80.0,Goalkeeper,8859.jpg,0.0,0.0
jussie,19.09.1983,180.0,76.0,Left Winger,30432.jpg,0.5,0.5
kaka,22.04.1982,186.0,78.0,Attacking Midfielder,1134.jpg,0.0,0.0
kalilou-traore,09.09.1987,192.0,76.0,Defensive Midfielder,148806.jpg,0.75,0.75
kamel-chafni,11.06.1982,181.0,70.0,Left Midfielder,26115.jpg,0.25,0.25
kamel-ghilas,09.03.1984,177.0,70.0,Attacking Midfielder,,,
karim-ait-fana,25.02.1989,175.0,65.0,Left Winger,124916.jpg,0.25,0.25
karim-bellarabi,08.04.1990,183.0,76.0,Right Winger,96470.jpg,0.5,0.5
karim-benzema,19.12.1987,187.0,79.0,Center Forward,29566.jpg,0.0,0.25
karim-el-ahmadi,27.01.1985,185.0,78.0,Defensive Midfielder,,,
karim-el-hany,12.01.1988,175.0,66.0,,,,
karim-guede,07.01.1985,184.0,85.0,Defensive Midfielder,30198.jpg,0.75,0.75
karim-haggui,20.01.1984,190.0,86.0,Center Back,18797.jpg,0.25,0.25
karim-matmour,25.06.1985,181.0,75.0,Right Winger,43209.jpg,0.25,0.25
karim-rekik,02.12.1994,185.0,79.0,,189552.jpg,0.25,0.25
karl-sheppard,14.02.1991,179.0,,Center Forward,,,
kaspars-gorkss,06.11.1981,191.0,85.0,Center Back,,,
kassim-abdallah,09.04.1987,185.0,74.0,,150297.jpg,1.0,1.0
keiren-westwood,23.10.1984,186.0,87.0,,73328.jpg,0.0,0.25
kelvin-davis,29.09.1976,186.0,72.0,,,,
ken-ilsoe,02.12.1986,183.0,77.0,Center Forward,116196.jpg,0.25,0.25
kenechukwu-uchenwa,03.06.1991,188.0,81.0,,,,
kenny-lala,03.10.1991,178.0,79.0,Right Fullback,,,
kenwyne-jones,05.10.1984,188.0,78.0,Right Winger,21547.jpg,1.0,1.0
kerim-frei,19.11.1993,166.0,,Attacking Midfielder,,,
kevin,13.02.1992,178.0,70.0,Attacking Midfielder,153932.jpg,0.0,0.0
kevin-anin,05.07.1986,189.0,80.0,,,,
kevin-berigaud,09.05.1988,178.0,69.0,,,,
kevin-de-bruyne,28.06.1991,181.0,76.0,Attacking Midfielder,142263.jpg,0.0,0.0
kevin-diaz_3,18.08.1988,174.0,65.0,,,,
kevin-gameiro,09.05.1987,170.0,64.0,Right Winger,36853.jpg,0.0,0.0
kevin-gomis,20.01.1989,186.0,85.0,Center Back,,,
kevin-grosskreutz,19.07.1988,186.0,72.0,Left Winger,59321.jpg,0.0,0.0
kevin-mayi,14.01.1993,182.0,76.0,,,,
kevin-mirallas,05.10.1987,182.0,75.0,Right Winger,26403.jpg,0.0,0.25
kevin-monnet-paquet,19.08.1988,182.0,71.0,Right Winger,,,
kevin-nolan,24.06.1982,182.0,88.0,,10038.jpg,0.25,0.25
kevin-olimpa,10.03.1988,186.0,81.0,,90196.jpg,0.5,0.5
kevin-osei,26.03.1991,173.0,71.0,,170715.jpg,0.75,0.75
kevin-pannewitz,16.10.1991,185.0,90.0,Defensive Midfielder,119144.jpg,0.25,0.25
kevin-rodrigues,05.03.1994,169.0,,Attacking Midfielder,,,
kevin-stoeger,27.08.1993,175.0,70.0,Attacking Midfielder,173645.jpg,0.0,0.25
kevin-theophile-catherine,28.10.1989,180.0,77.0,Right Fullback,150279.jpg,0.75,0.75
kevin-trapp,08.07.1990,189.0,83.0,Goalkeeper,97537.jpg,0.0,0.0
kevin-vogt,23.09.1991,194.0,80.0,Defensive Midfielder,119689.jpg,0.0,0.0
kevin-volland,30.07.1992,179.0,74.0,Left Winger,168266.jpg,0.25,0.25
kevin_2,08.09.1989,176.0,75.0,Left Fullback,173955.jpg,0.5,0.5
khalid-sekkat,12.05.1984,,,,,,
kieran-gibbs,26.09.1989,178.0,64.0,Left Fullback,105804.jpg,0.5,0.5
kieran-richardson,21.10.1984,175.0,69.0,Left Midfielder,5192.jpg,0.75,0.5
kieron-dyer,29.12.1978,171.0,65.0,Attacking Midfielder,1756.jpg,0.25,0.25
kiko-casilla,02.10.1986,191.0,84.0,Goalkeeper,46510.jpg,0.25,0.25
king-osanga,06.10.1990,168.0,68.0,,,,
kingsley-onuegbu,05.03.1986,191.0,94.0,Center Forward,90372.jpg,1.0,1.0
klaas-jan-huntelaar,12.08.1983,186.0,78.0,Center Forward,11075.jpg,0.0,0.25
knowledge-musona,21.06.1990,174.0,68.0,Center Forward,152583.jpg,0.75,0.75
koen-casteels,25.06.1992,196.0,83.0,Goalkeeper,121588.jpg,0.25,0.25
koke_2,08.01.1992,178.0,74.0,Defensive Midfielder,154352.jpg,0.25,0.25
kolja-pusch,12.02.1993,181.0,76.0,Center Midfielder,174127.jpg,0.0,0.0
kolo-toure,19.03.1981,183.0,76.0,Center Back,3516.jpg,1.0,1.0
konstantin-rausch,15.03.1990,182.0,78.0,Left Midfielder,98205.jpg,0.25,0.25
koray-guenter,16.08.1994,184.0,79.0,Center Back,175258.jpg,0.0,0.0
korey-smith,31.01.1991,183.0,78.0,,,,
kossi-agassa,02.07.1978,190.0,83.0,,11641.jpg,1.0,1.0
kun-agueero,02.06.1988,172.0,74.0,Center Forward,43370.jpg,0.25,0.25
kurt-zouma,27.10.1994,190.0,85.0,Center Back,,,
kyle-naughton,11.11.1988,180.0,73.0,Right Fullback,104383.jpg,0.75,0.75
kyle-walker,28.05.1990,178.0,73.0,Right Fullback,132249.jpg,0.0,0.5
kyriakos-papadopoulos,23.02.1992,183.0,85.0,Center Back,93897.jpg,0.0,0.0
labaka,10.08.1980,185.0,78.0,Center Back,23497.jpg,0.0,0.0
lafita,07.08.1984,188.0,75.0,Right Midfielder,38659.jpg,0.0,0.25
lamine-gassama,20.10.1989,181.0,74.0,Right Fullback,122682.jpg,1.0,1.0
lamine-kone,01.02.1989,186.0,83.0,,,,
landry-bonnefoi,20.09.1983,184.0,72.0,Goalkeeper,,,
landry-nguemo,28.11.1985,173.0,70.0,Attacking Midfielder,35288.jpg,0.75,0.75
larnell-cole,09.03.1993,168.0,63.0,,198246.jpg,0.75,0.75
larry-azouni,23.03.1994,175.0,65.0,Defensive Midfielder,,,
lars-bender,27.04.1989,184.0,77.0,Defensive Midfielder,51963.jpg,0.0,0.0
lars-stindl,26.08.1988,180.0,78.0,Attacking Midfielder,77766.jpg,0.25,0.25
lars-unnerstall,20.07.1990,198.0,100.0,Goalkeeper,144036.jpg,0.0,0.0
larsen-toure,20.07.1985,183.0,73.0,Left Winger,42844.jpg,0.75,1.0
lasse-sobiech,18.01.1991,196.0,88.0,Center Back,147606.jpg,0.0,0.0
laure,22.03.1985,166.0,68.0,Right Fullback,103636.jpg,0.25,0.25
laurent-bonnart,25.12.1979,170.0,62.0,Left Fullback,11287.jpg,0.25,0.25
laurent-koscielny,10.09.1985,185.0,75.0,Center Back,59488.jpg,0.0,0.0
laurent-pionnier,24.05.1982,184.0,76.0,Goalkeeper,11332.jpg,0.25,0.25
lee-barnard,18.07.1984,178.0,68.0,Center Forward,,,
lee-cattermole,21.03.1988,178.0,76.0,Defensive Midfielder,42179.jpg,0.0,0.25
leighton-baines,11.12.1984,170.0,74.0,Left Fullback,29046.jpg,0.25,0.25
leo-franco,20.05.1977,188.0,79.0,Goalkeeper,12652.jpg,0.0,0.0
leon-andreasen,23.04.1983,188.0,81.0,Defensive Midfielder,21496.jpg,0.0,0.25
leon-balogun,28.06.1988,190.0,81.0,Center Back,91789.jpg,0.25,0.5
leon-barnett,30.11.1985,186.0,71.0,Center Back,42584.jpg,1.0,1.0
leon-osman,17.05.1981,172.0,68.0,Right Midfielder,10087.jpg,0.0,0.0
leonardo-bittencourt,19.12.1993,171.0,60.0,,174993.jpg,0.0,0.25
levent-aycicek,12.02.1994,169.0,67.0,Attacking Midfielder,176749.jpg,0.25,0.25
levy-madinda,22.06.1992,182.0,77.0,Center Midfielder,,,
lewis-holtby,18.09.1990,176.0,72.0,Attacking Midfielder,98334.jpg,0.0,0.0
leyti-ndiaye,19.08.1985,188.0,84.0,,24117.jpg,1.0,1.0
liam-ridgewell,21.07.1984,177.0,64.0,Center Back,9911.jpg,0.0,0.0
liassine-cadamuro,05.03.1988,188.0,81.0,Center Back,178982.jpg,0.5,0.25
lionel-cappone,08.02.1979,182.0,74.0,Goalkeeper,52329.jpg,0.25,0.25
lionel-messi,24.06.1987,169.0,67.0,Right Winger,26622.jpg,0.0,0.0
lionel-zouma,10.09.1993,190.0,80.0,,,,
lisandro-lopez,02.03.1983,175.0,72.0,Center Forward,38696.jpg,0.0,0.25
lkay-guendogan,24.10.1990,180.0,79.0,Attacking Midfielder,98402.jpg,0.25,0.25
llorente,26.02.1985,195.0,94.0,Center Forward,29607.jpg,0.0,0.0
llorente_3,24.11.1979,185.0,72.0,Center Forward,61976.jpg,0.0,0.0
lloyd-isgrove,12.01.1993,,,,,,
lloyd-palun,28.11.1988,184.0,73.0,,,,
loic-abenzoar,14.02.1989,,,Right Fullback,171062.jpg,0.75,0.75
loic-perrin,07.08.1985,179.0,73.0,Defensive Midfielder,,,
loic-poujol,27.02.1989,188.0,86.0,Defensive Midfielder,,,
loic-remy,02.01.1987,184.0,66.0,Right Winger,60737.jpg,0.5,0.75
lolo_3,22.08.1984,182.0,72.0,Center Back,94792.jpg,0.25,0.5
lolo_4,07.04.1993,182.0,78.0,,,,
loris-karius,22.06.1993,189.0,75.0,Goalkeeper,178589.jpg,0.0,0.0
loris-nery,05.02.1991,174.0,73.0,Right Fullback,,,
lossemy-karaboue,18.03.1988,170.0,70.0,,,,
louis-saha,08.08.1978,184.0,75.0,Center Forward,10137.jpg,1.0,1.0
luca-duerholtz,18.08.1993,176.0,65.0,Attacking Midfielder,,,
lucas-digne,20.07.1993,179.0,74.0,,192458.jpg,0.0,0.0
lucas-leiva,09.01.1987,179.0,74.0,Center Midfielder,54265.jpg,0.25,0.25
lucas-mareque,12.01.1983,167.0,72.0,Left Fullback,,,
lucas-mendes,03.07.1990,183.0,81.0,Left Fullback,187279.jpg,0.25,0.25
lucas-piazon,20.01.1994,182.0,75.0,Left Winger,182681.jpg,0.25,0.25
lucas-wilchez,31.08.1983,177.0,72.0,Attacking Midfielder,95212.jpg,0.25,0.5
lucena,18.11.1982,186.0,81.0,Defensive Midfielder,172553.jpg,0.0,0.0
luciano-monzon,13.04.1987,178.0,78.0,Left Fullback,106179.jpg,0.25,0.25
ludovic-giuly,10.07.1976,164.0,62.0,Right Winger,11606.jpg,0.25,0.25
ludovic-obraniak,10.11.1984,171.0,68.0,Attacking Midfielder,11659.jpg,0.25,0.25
luis-suarez_5,24.01.1987,182.0,81.0,Right Winger,43635.jpg,0.0,0.25
luiz-gustavo,23.07.1987,187.0,80.0,Defensive Midfielder,93809.jpg,0.75,0.75
luka-modric,09.09.1985,174.0,65.0,Attacking Midfielder,38680.jpg,0.0,0.0
lukas-podolski,04.06.1985,180.0,80.0,Center Forward,11272.jpg,0.0,0.0
lukas-raeder,30.12.1993,194.0,86.0,Goalkeeper,174201.jpg,0.0,0.25
lukas-rupp,08.01.1991,178.0,73.0,Right Winger,142200.jpg,0.25,0.25
lukas-schmitz,13.10.1988,184.0,80.0,Left Fullback,86475.jpg,0.25,0.5
lukasz-fabianski,18.04.1985,190.0,84.0,Goalkeeper,27907.jpg,0.0,0.0
lukasz-piszczek,03.06.1985,184.0,78.0,Right Fullback,28276.jpg,0.0,0.0
luke-daniels,05.01.1988,193.0,81.0,Goalkeeper,,,
luke-garbutt,21.05.1993,180.0,,Left Fullback,,,
luke-shaw,12.07.1995,185.0,75.0,Left Fullback,,,
luke-young,19.07.1979,183.0,78.0,Right Fullback,10056.jpg,0.25,0.25
luna,17.03.1991,177.0,68.0,Left Fullback,165681.jpg,0.25,0.5
luuk-de-jong,27.08.1990,188.0,86.0,Center Forward,114663.jpg,0.0,0.0
magaye-gueye,06.07.1990,179.0,73.0,,,,
mahamadou-diarra,18.05.1981,183.0,76.0,Defensive Midfielder,3917.jpg,1.0,1.0
mahamane-traore,31.08.1988,176.0,66.0,Right Midfielder,,,
maicon,26.07.1981,184.0,77.0,Right Fullback,22353.jpg,0.75,0.75
mainz,29.12.1982,187.0,80.0,Center Back,62554.jpg,0.0,0.25
maka-mary,27.03.1989,183.0,88.0,,,,
makoto-hasebe,18.01.1984,180.0,72.0,Right Midfielder,46014.jpg,0.25,0.25
mamadou-bah,25.04.1988,181.0,75.0,,86350.jpg,1.0,1.0
mamadou-sakho,13.02.1990,187.0,82.0,Center Back,75502.jpg,1.0,1.0
mame-diouf,16.12.1987,185.0,79.0,Left Winger,108445.jpg,1.0,1.0
mane,21.12.1981,175.0,72.0,Left Fullback,60639.jpg,0.25,0.5
manquillo,05.05.1994,172.0,62.0,Right Fullback,,,
manu-del-moral,25.02.1984,185.0,77.0,Center Forward,38509.jpg,0.0,0.25
manu_5,20.05.1992,174.0,72.0,Right Fullback,,,
manucho,07.03.1983,187.0,83.0,Center Forward,102179.jpg,1.0,1.0
manuel-friedrich,13.09.1979,189.0,87.0,Center Back,887.jpg,0.0,0.0
manuel-iturra,23.06.1984,174.0,65.0,Defensive Midfielder,50627.jpg,0.0,0.0
manuel-neuer,27.03.1986,193.0,92.0,Goalkeeper,21516.jpg,0.25,0.25
manuel-pablo,25.01.1976,176.0,80.0,Right Fullback,2633.jpg,0.5,0.25
manuel-schmiedebach,05.12.1988,170.0,70.0,Defensive Midfielder,53507.jpg,0.25,0.25
mapou-yanga-mbiwa,15.05.1989,184.0,77.0,Center Back,124910.jpg,0.75,1.0
marc-albrighton,18.11.1989,175.0,67.0,Center Midfielder,,,
marc-andre-ter-stegen,30.04.1992,189.0,85.0,Goalkeeper,150720.jpg,0.0,0.25
marc-antoine-fortune,02.07.1981,182.0,81.0,Center Forward,36877.jpg,1.0,0.75
marc-bertran,22.05.1982,181.0,78.0,Right Fullback,12396.jpg,0.0,0.0
marc-fernandez,29.04.1990,179.0,71.0,,,,
marc-hornschuh,02.03.1991,188.0,76.0,Center Back,139627.jpg,0.0,0.25
marc-lais,04.02.1991,184.0,78.0,Defensive Midfielder,,,
marc-oliver-kempf,28.01.1995,185.0,82.0,,177289.jpg,0.0,0.0
marc-planus,07.03.1982,183.0,76.0,Center Back,11745.jpg,0.25,0.25
marc-stendera,10.12.1995,171.0,64.0,Attacking Midfielder,177295.jpg,0.0,0.0
marc-tierney,23.08.1985,183.0,71.0,,,,
marc-valiente,29.03.1987,184.0,71.0,Center Back,69979.jpg,0.25,0.25
marc-vidal,03.06.1991,187.0,80.0,Goalkeeper,,,
marc-wilson,17.08.1987,188.0,80.0,Center Back,73229.jpg,0.0,0.25
marc-ziegler,13.06.1976,194.0,85.0,Goalkeeper,7702.jpg,0.0,0.25
marcel-de-jong,15.10.1986,174.0,73.0,Left Fullback,53869.jpg,0.0,0.0
marcel-halstenberg,27.09.1991,186.0,82.0,Center Back,119453.jpg,0.0,0.0
marcel-schaefer,07.06.1984,184.0,75.0,Left Fullback,17372.jpg,0.25,0.25
marcel-schmelzer,22.01.1988,181.0,74.0,Left Fullback,89099.jpg,0.0,0.0
marcell-jansen,04.11.1985,191.0,89.0,Left Midfielder,27762.jpg,0.0,0.0
marcelo_5,08.10.1993,192.0,81.0,Center Back,52947.jpg,0.5,0.5
marchena,31.07.1979,183.0,78.0,Center Back,2512.jpg,0.25,0.5
marco-caligiuri,14.04.1984,180.0,75.0,Defensive Midfielder,12459.jpg,0.25,0.25
marco-da-silva_2,10.04.1992,182.0,72.0,Defensive Midfielder,,,
marco-estrada,28.05.1983,175.0,71.0,Defensive Midfielder,94879.jpg,0.0,0.25
marco-hoeger,16.09.1989,186.0,78.0,Defensive Midfielder,98326.jpg,0.0,0.0
marco-reus,31.05.1989,180.0,67.0,Left Winger,70896.jpg,0.0,0.0
marco-russ,04.08.1985,190.0,75.0,Center Back,19961.jpg,0.0,0.0
marco-terrazzino,15.04.1991,176.0,74.0,Center Forward,124755.jpg,0.25,0.25
marco-verratti,05.11.1992,165.0,60.0,Attacking Midfielder,171409.jpg,0.25,0.25
marcos-antonio,25.05.1983,187.0,87.0,Center Back,29345.jpg,0.5,0.5
marcos_8,29.08.1979,182.0,82.0,,,,
marcus-berg,17.08.1986,184.0,76.0,Center Forward,32500.jpg,0.25,0.25
marek-grosse,11.04.1994,186.0,83.0,Goalkeeper,175670.jpg,0.0,0.0
mariano_5,23.06.1986,177.0,69.0,Right Fullback,114383.jpg,0.75,0.75
mario,02.02.1982,178.0,75.0,Center Back,12735.jpg,0.5,0.5
mario-balotelli,12.08.1990,189.0,88.0,Center Forward,101552.jpg,1.0,1.0
mario-eggimann,24.01.1981,189.0,84.0,Center Back,2236.jpg,0.0,0.0
mario-goetze,03.06.1992,176.0,64.0,Attacking Midfielder,157899.jpg,0.0,0.5
mario-gomez,10.07.1985,189.0,88.0,Center Forward,12470.jpg,0.25,0.25
mario-licka,30.04.1982,179.0,74.0,Center Midfielder,,,
mario-mandzukic,21.05.1986,187.0,84.0,Center Forward,51753.jpg,0.25,0.25
mario-suarez,24.02.1987,188.0,80.0,Defensive Midfielder,40568.jpg,0.25,0.5
mark-bunn,16.11.1984,183.0,77.0,Goalkeeper,,,
mark-noble,08.05.1987,180.0,70.0,Defensive Midfielder,33446.jpg,0.0,0.25
mark-schwarzer,06.10.1972,194.0,85.0,Goalkeeper,4426.jpg,0.25,0.25
markel-bergara,05.05.1986,181.0,78.0,Defensive Midfielder,60579.jpg,0.0,0.0
marko-arnautovic,19.04.1989,192.0,83.0,Right Winger,81032.jpg,0.0,0.25
marko-basa,29.12.1982,189.0,75.0,Center Back,21451.jpg,0.25,0.25
marko-marin,13.03.1989,170.0,63.0,Attacking Midfielder,60187.jpg,0.25,0.0
markus-feulner,12.02.1982,181.0,82.0,Attacking Midfielder,3089.jpg,0.0,0.25
markus-miller,08.04.1982,189.0,92.0,Goalkeeper,8999.jpg,0.25,0.25
markus-rosenberg,27.09.1982,185.0,76.0,Center Forward,16779.jpg,0.25,0.25
marnick-vermijl,13.01.1992,180.0,70.0,,,,
marouane-chamakh,10.01.1984,185.0,70.0,Center Forward,11752.jpg,0.25,0.25
marouane-fellaini,22.11.1987,194.0,85.0,Defensive Midfielder,55448.jpg,0.25,0.25
marti,28.04.1975,180.0,76.0,Defensive Midfielder,11222.jpg,0.25,0.25
martin-amedick,06.09.1982,194.0,85.0,Center Back,913.jpg,0.0,0.0
martin-angha,22.01.1994,188.0,81.0,Center Back,,,
martin-demichelis,20.12.1980,184.0,80.0,Center Back,6959.jpg,0.25,0.25
martin-harnik,10.06.1987,185.0,73.0,Center Forward,43303.jpg,0.0,0.0
martin-kelly,27.04.1990,191.0,77.0,Center Back,131267.jpg,0.0,0.25
martin-lanig,11.07.1984,190.0,79.0,Defensive Midfielder,9975.jpg,0.0,0.0
martin-montoya,14.04.1991,174.0,74.0,Right Fullback,167985.jpg,0.25,0.5
martin-skrtel,15.12.1984,191.0,81.0,Center Back,25683.jpg,0.0,0.0
martin-stranzl,16.06.1980,190.0,83.0,Center Back,281.jpg,0.25,0.25
marvin-compper,14.06.1985,185.0,75.0,Center Back,38650.jpg,0.5,0.5
marvin-ducksch,07.03.1994,188.0,75.0,Center Forward,175276.jpg,0.0,0.0
marvin-martin,10.01.1988,171.0,63.0,Attacking Midfielder,122607.jpg,0.25,0.25
marvin-plattenhardt,26.01.1992,181.0,76.0,Left Fullback,161439.jpg,0.0,0.25
marwin-hitz,18.09.1987,192.0,89.0,Goalkeeper,82753.jpg,0.25,0.25
masoud-shojaei,09.06.1984,184.0,73.0,Attacking Midfielder,26417.jpg,0.25,0.25
massadio-haidara,02.12.1992,179.0,75.0,Left Fullback,,,
massimo-luongo,25.09.1992,176.0,,Defensive Midfielder,,,
massimo-volta,14.05.1987,184.0,70.0,,88535.jpg,0.0,0.0
mata,28.04.1988,170.0,61.0,Attacking Midfielder,62137.jpg,0.0,0.0
mathias-autret,01.03.1991,179.0,,,,,
mathieu-bodmer,22.11.1982,188.0,76.0,Defensive Midfielder,11003.jpg,0.0,0.25
mathieu-coutadeur,20.06.1986,174.0,66.0,Defensive Midfielder,52464.jpg,0.0,0.0
mathieu-debuchy,28.07.1985,187.0,72.0,,19188.jpg,0.25,0.25
mathieu-deplagne,01.10.1991,182.0,76.0,,174904.jpg,0.0,0.0
mathieu-dossevi,12.02.1988,172.0,65.0,Right Midfielder,,,
mathieu-peybernes,21.10.1990,180.0,62.0,Center Back,,,
matija-nastasic,28.03.1993,187.0,79.0,Center Back,167504.jpg,0.0,0.25
mats-hummels,16.12.1988,192.0,90.0,Center Back,50643.jpg,0.25,0.25
matthew-briggs,09.03.1991,188.0,84.0,Left Fullback,84009.jpg,0.5,0.5
matthew-etherington,14.08.1981,178.0,67.0,Left Midfielder,12103.jpg,0.0,0.25
matthew-jarvis,22.05.1986,173.0,70.0,Attacking Midfielder,,,
matthew-kennedy,01.11.1994,175.0,72.0,Right Winger,,,
matthew-lowton,09.06.1989,180.0,78.0,,,,
matthew-taylor,27.11.1981,178.0,73.0,Left Midfielder,11993.jpg,0.25,0.25
matthew-upson,18.04.1979,185.0,72.0,Center Back,2603.jpg,0.0,0.25
matthias-fanimo,28.01.1994,,,,,,
matthias-ginter,19.01.1994,188.0,85.0,Center Back,173596.jpg,0.0,0.0
matthias-jaissle,05.04.1988,186.0,83.0,Center Back,73109.jpg,0.25,0.25
matthias-ostrzolek,05.06.1990,178.0,71.0,Left Fullback,98397.jpg,0.0,0.0
matthieu-chalme,07.10.1980,179.0,75.0,Right Fullback,11548.jpg,0.25,0.25
matthieu-delpierre,26.04.1981,193.0,86.0,Center Back,11549.jpg,0.25,0.25
matthieu-dreyer,20.03.1989,187.0,78.0,Goalkeeper,,,
matthieu-sans,16.06.1988,191.0,84.0,,,,
matthieu-saunier,07.02.1990,181.0,75.0,,,,
matthieu-valbuena,28.09.1984,167.0,58.0,Right Midfielder,52428.jpg,0.0,0.0
mattioni,15.10.1988,180.0,75.0,Right Fullback,,,
maurice-edu,18.04.1986,183.0,85.0,Defensive Midfielder,73187.jpg,0.75,1.0
maurizio-lanzaro,14.03.1982,183.0,80.0,,13043.jpg,0.25,0.25
mauro-boselli,22.05.1985,175.0,73.0,Center Forward,,,
max-ehmer,03.02.1992,188.0,,Right Midfielder,,,
max-gradel,30.11.1987,180.0,70.0,,,,
max-gruen,05.04.1987,190.0,86.0,Goalkeeper,36248.jpg,0.0,0.0
max-kruse,19.03.1988,180.0,82.0,Center Forward,59703.jpg,0.25,0.25
max-nawe,20.01.1995,187.0,75.0,,,,
maxim-choupo-moting,23.03.1989,190.0,84.0,Center Forward,74526.jpg,0.5,0.75
maxime-baca,02.06.1983,172.0,66.0,Left Fullback,,,
maxime-barthelme,08.09.1988,176.0,73.0,Left Midfielder,,,
maxime-colin,15.11.1991,180.0,,Right Fullback,,,
maxime-gonalons,10.03.1989,186.0,76.0,Defensive Midfielder,152530.jpg,0.0,0.25
maxime-poundje,16.08.1992,179.0,71.0,,216697.jpg,0.75,0.75
maximilian-arnold,27.05.1994,183.0,74.0,Attacking Midfielder,176729.jpg,0.0,0.0
maximilian-beister,06.09.1990,180.0,81.0,Right Midfielder,97291.jpg,0.0,0.0
maxwell,27.08.1981,175.0,73.0,Left Fullback,3505.jpg,0.25,0.25
maya-yoshida,24.08.1988,186.0,78.0,Center Back,,,
maynor-figueroa,02.05.1983,180.0,85.0,Left Fullback,35011.jpg,1.0,0.75
medhi-lacen,15.03.1984,178.0,71.0,Defensive Midfielder,38518.jpg,0.25,0.25
medhi-zeffane,19.05.1992,175.0,68.0,Right Fullback,204951.jpg,0.5,0.5
mehdi-abeid,06.08.1992,178.0,,,198247.jpg,0.0,0.25
mehdi-mostefa,30.08.1983,181.0,78.0,,,,
mehmet-ekici,25.03.1990,180.0,79.0,Attacking Midfielder,97330.jpg,0.25,0.25
mensur-mujdza,28.03.1984,185.0,77.0,Right Fullback,51757.jpg,0.25,0.25
mergim-mavraj,09.06.1986,189.0,84.0,Center Back,44965.jpg,0.0,0.0
mesut-oezil,15.10.1988,183.0,76.0,Attacking Midfielder,43165.jpg,0.0,0.25
mevluet-erdinc,25.02.1987,179.0,69.0,Center Forward,41148.jpg,0.0,0.0
micah-richards,24.06.1988,180.0,83.0,Right Fullback,40410.jpg,1.0,1.0
michael-carrick,28.07.1981,186.0,74.0,Center Midfielder,19371.jpg,0.0,0.0
michael-dawson,18.11.1983,188.0,76.0,Center Back,30021.jpg,0.0,0.25
michael-essien,03.12.1982,177.0,85.0,Defensive Midfielder,11258.jpg,1.0,1.0
michael-harriman,23.10.1992,175.0,,,,,
michael-hefele,01.09.1990,192.0,87.0,,168299.jpg,0.0,0.0
michael-keane_2,11.01.1993,188.0,72.0,,,,
michael-kightly,24.01.1986,175.0,64.0,Attacking Midfielder,,,
michael-krohn-dehli,06.06.1983,170.0,70.0,Attacking Midfielder,24471.jpg,0.25,0.25
